代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来,
2158,汇添富安鑫智选混合C,1.135,1.34%,-5.11%,-1.39%,7.90%,--,16.58%,
2159,东吴国企改革,0.8392,-1.66%,-5.14%,-9.28%,-17.64%,--,-16.90%,
2160,南方驱动混合,1.1652,-1.76%,-13.08%,-14.35%,-12.49%,--,17.00%,
2161,银华万物互联灵活配置混合,0.9006,-3.92%,-13.96%,-18.08%,-20.94%,--,-9.40%,
2162,东方新价值混合C,1.0023,-3.44%,-5.07%,-9.57%,-5.53%,--,-3.24%,
2163,东方惠新灵活配置混合C,2.0663,-1.09%,-4.82%,-6.70%,82.39%,--,97.59%,
2164,汇添富新睿精选混合C,1.0981,0.92%,-0.45%,1.10%,3.67%,--,10.10%,
2165,汇添富达欣混合C,1.0549,0.38%,-1.40%,-1.40%,-0.19%,--,5.50%,
2166,华夏永福混合C,--,0.14%,0.21%,--,--,--,0.21%,
2167,南方顺康混合,0.8957,-0.51%,-7.44%,-12.14%,-14.92%,--,-10.24%,
2168,嘉实智能汽车股票,0.9922,-8.58%,-19.76%,-29.57%,-31.23%,--,-0.90%,
2169,永赢稳益债券,1.0571,0.48%,1.22%,2.68%,4.78%,--,8.38%,
2170,东吴移动互联C,0.8295,-4.64%,-22.04%,-23.94%,-24.82%,--,-16.72%,
2172,海富通新内需混合C,1.53,0.20%,-2.11%,-1.80%,0.13%,--,10.17%,
2173,东方大健康混合,0.9626,-3.36%,-18.99%,-14.33%,-7.30%,--,-3.84%,
2174,东方互联网嘉混合,0.5299,-5.33%,-20.21%,-27.18%,-38.48%,--,-47.44%,
2175,博时裕乾纯债A,1.1062,0.64%,1.56%,3.56%,5.03%,--,10.60%,
2177,信诚新泽B,1.0263,-0.48%,-3.11%,-4.81%,0.49%,--,2.90%,
2178,嘉实新起点混合C,1.0399,0.00%,-1.89%,-3.89%,-1.14%,--,3.90%,
2179,华安事件驱动量化策略混合,0.6852,-8.42%,-20.26%,-27.21%,-35.80%,--,-31.50%,
2180,中银移动互联灵活配置混合,0.7558,-2.82%,-15.04%,-20.32%,-24.90%,--,-24.30%,
2181,华安大安全混合,0.8179,-4.11%,-8.20%,-17.89%,-20.14%,--,-18.30%,
2182,东兴蓝海财富混合,0.6053,-5.75%,-13.68%,-22.31%,-28.37%,--,-39.40%,
2183,广发天天红货币B,0.8638,0.27%,0.89%,1.96%,4.30%,--,10.57%,
2184,泓德泓利货币A,0.7308,0.23%,0.71%,1.68%,3.72%,--,9.16%,
2185,泓德泓利货币B,0.7956,0.25%,0.77%,1.80%,3.97%,--,9.90%,
2186,国联安鑫享灵活配置混合C,0.7713,-2.39%,-15.20%,-23.14%,-24.10%,--,15.17%,
2188,鹏华丰华债券,1.0422,0.21%,0.66%,1.53%,3.44%,--,7.23%,
2189,农银汇理国企改革混合,1.1835,-3.54%,-15.20%,-12.52%,-10.28%,--,18.48%,
2190,农银新能源主题,0.7828,-5.38%,-20.90%,-29.96%,-29.98%,--,-21.56%,
2191,农银物联网混合,0.9105,-4.80%,-13.01%,-18.49%,-21.90%,--,-8.55%,
2192,东方鼎新灵活配置混合C,1.0207,-0.86%,-7.15%,-14.95%,-12.81%,--,-2.23%,
2193,东方利群混合C,1.2076,2.95%,2.40%,-0.94%,-5.94%,--,0.02%,
2194,北信瑞丰稳定增强,0.9739,0.31%,0.10%,-4.32%,-6.79%,--,-2.60%,
2195,中银机构现金管理货币,0.743,0.23%,0.87%,1.96%,4.24%,--,10.53%,
2196,金鹰技术领先灵活配置混合C,0.8167,4.09%,-4.34%,-11.89%,-22.60%,--,-18.50%,
2197,国泰鑫保本混合,1.034,3.40%,0.29%,0.68%,-0.48%,0.29%,--,
2198,博时裕达纯债债券,1.0628,0.83%,1.80%,3.51%,5.90%,--,10.59%,
2199,前海开源中证军工指数C,0.5275,-10.51%,-10.05%,-23.92%,-32.22%,--,-47.80%,
2200,大成慧成货币A,0.5328,0.17%,0.56%,1.39%,3.44%,--,8.90%,
2201,大成慧成货币B,0.5999,0.19%,0.62%,1.51%,3.68%,--,9.59%,
2202,大成慧成货币E,0.5368,0.17%,0.56%,1.39%,3.44%,--,7.62%,
2204,国泰安心回报混合,,,,,,,,
2206,博时裕康纯债债券,1.031,0.74%,1.70%,3.71%,5.18%,--,6.19%,
2207,前海开源金银珠宝混合C,0.7968,3.92%,-6.46%,-25.26%,-19.60%,--,-20.40%,
2208,博时境源保本A,1.0571,5.70%,-0.56%,-0.28%,0.00%,1.73%,--,
2209,博时境源保本C,1.0511,5.10%,-0.57%,-0.28%,-0.19%,1.45%,--,
2210,创金合信量化多因子股票A,0.8564,-8.81%,-13.24%,-24.62%,-30.20%,--,-15.33%,
2211,嘉实新财富混合,1.067,0.57%,0.19%,0.04%,2.62%,--,11.75%,
2212,嘉实新起航混合,1.068,0.57%,0.19%,0.04%,2.80%,--,11.85%,
2213,中海顺鑫灵活配置混合,0.8173,-6.12%,-12.86%,-16.91%,-17.56%,--,-15.17%,
2214,中海沪港深价值优选混合,1.2339,-1.21%,-16.05%,-16.11%,-12.38%,--,33.09%,
2216,易方达量化策略A,0.7585,-4.82%,-13.69%,-21.96%,--,--,-25.00%,
2217,易方达量化策略C,0.7554,-4.84%,-13.84%,-22.11%,--,--,-25.30%,
2218,南方弘利A,1.0423,0.76%,1.81%,2.50%,3.52%,--,4.35%,
2219,南方弘利C,1.0423,0.76%,1.81%,2.50%,3.52%,--,4.35%,
2220,南方瑞利灵活配置混合,0.9651,-0.65%,-8.70%,-11.52%,-10.71%,--,-3.48%,
2221,嘉实价值增强混合,1.052,-0.76%,-1.96%,-2.95%,-2.14%,--,5.10%,
2222,嘉实新趋势混合,1.143,0.97%,-0.70%,-0.70%,2.70%,--,14.20%,
2223,中邮尊享一年定开混合,0.8713,-5.63%,-5.08%,-11.23%,-9.67%,--,-17.80%,
2224,中邮绝对收益策略定期开放混合,0.8581,-1.04%,-2.51%,-2.18%,-4.16%,--,-14.70%,
2225,长城新视野混合A,1.0703,0.27%,0.79%,4.64%,4.54%,--,6.94%,
2226,长城新视野混合C,1.0187,0.16%,0.45%,0.68%,0.38%,--,1.79%,
2227,长城新优选混合A,1.1126,0.33%,0.82%,1.76%,5.55%,--,16.42%,
2228,长城新优选混合C,1.1833,0.30%,0.71%,1.50%,5.02%,--,18.25%,
2229,华夏经济转型股票,1.1406,-11.66%,-14.00%,-18.57%,-14.84%,--,13.60%,
2230,华夏大中华混合(QDII),1.1147,-2.81%,-12.65%,-18.21%,-24.00%,--,10.50%,
2231,华夏新趋势混合A,1.0696,0.28%,0.76%,-2.03%,-0.19%,--,8.09%,
2232,华夏新趋势混合C,--,0.66%,-1.47%,-0.19%,5.51%,--,9.00%,
2233,工银丰收回报灵活配置混合C,1.1052,1.01%,0.55%,-0.36%,2.32%,--,10.40%,
2234,泰信天天收益货币B,1.0693,0.22%,0.73%,1.66%,3.74%,--,8.51%,
2235,泰信天天收益货币E,1.0051,0.20%,0.67%,1.53%,3.47%,--,7.80%,
2236,大成360互联网+大数据100A,0.6984,-13.70%,-19.10%,-32.98%,-41.94%,--,-30.10%,
2237,大成景沛灵活配置混合C,1.066,-0.09%,2.60%,0.57%,-0.75%,--,5.97%,
2240,德邦增利货币A,0.3264,0.10%,0.42%,1.17%,3.20%,--,8.92%,
2241,德邦增利货币B,0,0.00%,0.34%,1.15%,3.30%,--,9.49%,
2242,国投瑞银瑞兴灵活配置混合,0.8667,-0.25%,-8.24%,-12.56%,-16.37%,--,-13.11%,
2243,东方金证通货币,0.6757,0.23%,0.75%,1.69%,3.63%,--,8.31%,
2244,景顺长城低碳科技主题混合,0.8217,-10.25%,-18.27%,-25.39%,-22.18%,--,-14.91%,
2245,泰康稳健增利债券A,1.096,0.70%,1.92%,3.44%,5.21%,--,9.65%,
2246,泰康稳健增利债券C,1.2136,0.66%,1.91%,3.38%,13.68%,--,21.41%,
2247,新疆前海联合海盈货币A,0.713,0.23%,0.72%,1.67%,3.84%,--,9.45%,
2248,新疆前海联合海盈货币B,0.779,0.25%,0.78%,1.80%,4.10%,--,10.20%,
2249,招商境远灵活配置混合,0.8035,-5.58%,-11.36%,-21.72%,-22.59%,--,-19.57%,
2250,红土创新改革红利混合,0.7183,-11.39%,-9.02%,-19.37%,-26.49%,--,-26.95%,
2251,华夏军工安全混合,0.7975,-9.77%,-8.61%,-21.50%,-25.24%,--,-21.50%,
2252,融通成长30灵活配置混合,0.8494,-8.46%,-19.39%,-24.44%,-20.60%,--,-15.60%,
2253,融通成长30灵活配置混合(后端),,,,,,,,
2254,长信金葵纯债A,1.055,0.90%,3.40%,4.24%,5.93%,--,11.73%,
2255,长信金葵纯债C,1.0529,0.87%,3.29%,4.02%,5.50%,--,10.51%,
2256,金信新能源汽车混合发起式,0.6972,-0.99%,-17.16%,-24.89%,-34.64%,--,-30.00%,
2258,大成国企改革灵活配置混合,0.8352,-0.60%,-12.42%,-15.10%,-17.13%,--,-16.80%,
2259,鹏华健康环保混合,0.9962,-5.51%,-26.32%,-21.73%,-22.40%,--,-0.60%,
2260,中信建投添鑫宝,0.6656,0.24%,0.82%,1.68%,3.60%,--,9.02%,
2261,中银宝利混合A,0.9874,0.20%,-0.30%,-0.02%,2.37%,--,13.90%,
2262,中银宝利混合C,0.9873,0.10%,-0.40%,-0.12%,2.27%,--,12.71%,
2263,泰达宏利大数据混合A,0.9916,-1.84%,-10.16%,-15.64%,-23.42%,--,-0.91%,
2264,华夏乐享健康混合,0.9951,-7.45%,-18.66%,-15.50%,-10.49%,--,-1.90%,
2265,鑫元兴利定期开放债,1.0543,0.63%,2.11%,3.22%,5.37%,--,7.73%,
2268,兴业丰利债券,1.0441,0.38%,1.06%,2.15%,3.57%,--,4.40%,
2269,银华大数据灵活配置定开混合,0.7838,-3.83%,-8.20%,-17.93%,-21.55%,--,-27.20%,
2270,东吴安盈量化灵活配置混合,0.7941,-4.22%,-10.48%,-17.81%,-22.99%,--,-20.60%,
2271,招商安弘保本混合,1.0801,8.00%,-0.09%,0.09%,0.84%,3.05%,--,
2272,新华科技创新主题灵活配置混合,0.841,2.81%,-2.55%,-10.15%,-23.68%,--,-15.90%,
2273,泰达宏利创益混合B,1.1391,2.24%,2.43%,0.35%,1.88%,--,12.33%,
2274,中邮纯债聚利债券A,1.1162,0.54%,2.29%,3.72%,6.18%,--,13.47%,
2275,中邮纯债聚利债券C,1.0602,0.57%,2.22%,3.52%,5.89%,--,7.78%,
2276,中邮纯债恒利债券A,1.0532,0.57%,1.84%,2.93%,5.50%,--,7.40%,
2277,中邮纯债恒利债券C,1.0522,0.57%,1.84%,2.93%,5.50%,--,7.40%,
2278,中邮稳健合赢债券,1.032,0.68%,1.28%,1.08%,1.73%,--,5.09%,
2279,浙商惠盈纯债,1.0811,0.65%,1.22%,2.66%,2.46%,--,9.45%,
2280,华富安享债券,0.9914,-1.07%,-4.03%,-4.94%,-3.98%,--,-0.72%,
2281,建信裕利灵活配置混合,0.8538,2.37%,-7.01%,-13.91%,-17.55%,--,-14.91%,
2282,平安大华安享保本混合,1.026,2.60%,-0.19%,0.69%,0.00%,0.29%,--,
2286,中银美元债债券人民币,--,1.18%,5.60%,9.01%,4.12%,--,11.30%,
2287,中银美元债债券美元,--,0.31%,1.26%,-0.74%,-0.80%,--,4.54%,
2288,中银稳进保本,1.0788,7.80%,0.19%,0.94%,0.37%,2.08%,--,
2289,华商改革创新股票,0.8047,-6.02%,-10.55%,-19.46%,--,--,-19.43%,
2290,大成景辉灵活配置混合C,1.064,0.00%,0.38%,0.28%,-0.93%,--,5.98%,
2291,诺安安鑫灵活配置混合,0.8647,-0.03%,-13.04%,-14.56%,-14.74%,--,-13.38%,
2292,诺安益鑫灵活配置混合,0.994,0.94%,-0.70%,-5.95%,-4.30%,--,-1.81%,
2293,南方益和保本,1.0731,7.40%,0.00%,-1.01%,-1.01%,0.47%,--,
2295,广发稳安保本,1.0804,7.90%,0.19%,0.00%,0.75%,2.76%,--,
2296,长城久安保本,1.0659,6.83%,0.19%,0.44%,-0.44%,1.26%,--,
2297,方正富邦优选灵活配置混合C,,,,,,,,
2298,招商招福宝货币A,0.5573,0.15%,0.42%,0.93%,2.73%,--,4.15%,
2299,招商招福宝货币B,0.6227,0.17%,0.48%,1.05%,2.98%,--,4.49%,
2300,长盛医疗行业量化配置股票,0.9776,-4.49%,-16.25%,-16.32%,-6.49%,--,-2.10%,
2301,兴业聚盛灵活配置混合A,1.0785,-1.01%,-1.99%,-3.74%,-0.73%,--,8.10%,
2302,新沃通宝B,0.7467,0.29%,0.86%,1.88%,4.08%,--,8.46%,
2303,金鹰智慧生活混合,0.835,-3.22%,-11.18%,-15.72%,-19.58%,--,-15.80%,
2304,平安大华安心保本混合,1.0269,2.70%,0.00%,-0.19%,-0.68%,-0.29%,--,
2305,光大风格轮动混合,0.6223,-4.58%,-14.97%,-21.97%,-33.23%,--,-37.50%,
2306,银华合利债券,1.0111,-0.20%,-1.17%,-2.41%,-3.25%,--,1.10%,
2307,银华多元视野灵活配置混合,1.0666,-2.57%,-8.76%,-14.49%,-11.87%,--,6.20%,
2309,国寿安保稳恒混合C,1.115,0.09%,0.81%,0.81%,1.46%,--,10.40%,
2310,创金合信沪深300指数增强A,0.8717,-0.71%,-7.12%,-15.86%,-14.06%,--,-1.48%,
2311,创金合信中证500指数增强A,0.7697,-7.86%,-15.16%,-24.92%,-26.03%,--,-22.83%,
2312,国寿安保稳健回报混合C,,,,,,,,
2313,泰达宏利新起点混合B,0.963,-2.13%,-3.88%,-14.35%,-15.47%,--,-6.03%,
2314,泰达宏利新思路混合B,0.9215,-0.76%,-7.64%,-13.71%,-15.69%,--,-6.81%,
2315,创金合信沪深300指数增强C,0.8713,-0.73%,-7.15%,-15.90%,-14.09%,--,-0.95%,
2316,创金合信中证500指数增强C,0.7735,-7.88%,-15.25%,-24.97%,-26.03%,--,-22.46%,
2317,招商睿逸混合,0.9438,-1.88%,-5.62%,-9.09%,-6.00%,--,-6.00%,
2318,鹏华添利交易型货币A,0.6511,0.20%,0.74%,1.66%,3.65%,--,8.85%,
2319,大成一带一路灵活配置混合,0.9092,-2.79%,-12.87%,-14.43%,-8.31%,--,-2.44%,
2322,银华汇利灵活配置混合C,1.3893,0.72%,1.61%,3.04%,5.46%,--,10.14%,
2323,银华稳利灵活配置混合C,0.9549,0.00%,-2.35%,-14.05%,-11.75%,--,-5.92%,
2324,南方日添益A,0.8313,0.26%,0.93%,1.91%,3.96%,--,9.66%,
2325,南方日添益E,0.8582,0.26%,0.95%,1.96%,4.09%,--,9.12%,
2326,银华聚利灵活配置混合C,1.0964,-2.14%,-13.74%,-17.31%,-12.08%,--,-2.83%,
2327,银华恒利灵活配置混合C,1.0728,3.52%,1.68%,3.03%,4.22%,--,11.35%,
2328,银华泰利灵活配置混合C,1.1811,1.90%,0.77%,0.68%,3.42%,--,10.79%,
2330,兴业聚宝灵活配置混合,0.9354,-3.22%,-8.09%,-12.90%,-13.54%,--,-6.80%,
2331,泰康安泰回报混合,1.0029,-0.31%,-2.74%,-1.57%,-2.41%,--,0.39%,
2332,汇丰晋信沪港深A,0.909,-3.44%,-14.20%,-22.45%,-21.88%,--,-3.88%,
2333,汇丰晋信沪港深C,0.8956,-3.49%,-14.30%,-22.65%,-22.31%,--,-5.10%,
2334,汇丰晋信大盘波动股票A,1.1498,-0.50%,-5.80%,-14.31%,-14.51%,--,15.05%,
2335,汇丰晋信大盘波动股票C,1.1369,-0.55%,-5.93%,-14.55%,-14.85%,--,13.74%,
2336,创金合信尊享纯债,1.0711,0.94%,1.81%,4.08%,6.44%,--,8.80%,
2337,创金合信尊盈纯债债券,1.0721,0.47%,1.52%,2.78%,4.89%,--,11.70%,
2338,兴业保本混合,1.0429,7.46%,0.19%,0.97%,1.36%,2.64%,--,
2339,海富通安颐收益混合C,1.2275,0.66%,-1.45%,-1.05%,2.06%,--,12.82%,
2340,富国价值优势混合,1.1037,-10.94%,-12.64%,-25.09%,-19.37%,--,9.90%,
2341,招商招瑞纯债发起式A,1.1252,0.72%,2.37%,5.53%,7.14%,--,12.50%,
2342,融通增益债券A/B,1.1062,1.37%,2.12%,4.53%,8.21%,--,10.70%,
2343,融通增益债券A/B(后端),,,,,,,,
2344,融通增益债券C,--,--,--,--,--,--,0.00%,
2345,华夏高端制造混合,0.5788,-6.16%,-16.69%,-28.25%,-42.84%,--,-42.10%,
2350,华安安华灵活配置混合,1.0375,-0.87%,-2.02%,-1.56%,-0.33%,--,3.76%,
2351,易方达裕祥回报债券,1.0832,-1.55%,-2.26%,-4.26%,-0.74%,--,7.90%,
2354,博时裕腾纯债,1.0221,0.80%,2.59%,3.56%,6.17%,--,10.04%,
2355,国投瑞银岁赢利一年债券,1.048,0.38%,0.87%,-1.13%,0.48%,--,6.05%,
2356,博时安泰18个月定开债A,1.0552,0.48%,2.33%,3.74%,4.46%,--,6.97%,
2357,博时安泰18个月定开债C,1.0442,0.38%,2.15%,3.37%,3.67%,--,5.13%,
2358,国投瑞银瑞祥,1.0523,-0.46%,-1.58%,0.03%,0.96%,--,5.20%,
2360,前海开源清洁能源混合C,1.0044,-3.42%,-5.75%,-7.21%,-7.80%,--,11.89%,
2361,国富恒瑞债券A,1.0979,0.37%,1.01%,-0.27%,0.13%,--,13.55%,
2362,国富恒瑞债券C,1.0889,0.28%,0.93%,-0.55%,-0.14%,--,12.35%,
2363,华安安康灵活配置混合A,1.0296,-1.70%,-2.02%,-1.64%,-0.70%,--,2.88%,
2364,华安安康灵活配置混合C,1.0137,-1.76%,-2.14%,-1.95%,-1.28%,--,1.29%,
2365,国联安鑫禧灵活配置混合A,1.0246,-0.24%,-0.94%,4.72%,-3.89%,--,5.37%,
